"X_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2979315,4154220,2017,2017,1974,"PRIVATE",7,"Humber River-Black Creek","200 CHALKFARM DR",28,223,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",18,4,4,3,2,4,3,3,2,3,NA,3,3,2,3,3,3,2,2,3,NA,"W0734",43.7242171,-79.510651122,303926.11,4842474.01
2979316,4155394,2017,2017,1969,"PRIVATE",2,"Etobicoke Centre","545 THE WEST MALL",16,312,"2017-10-25",60,"Evaluation needs to be conducted in 1 year",19,3,3,3,3,3,3,3,3,3,NA,3,3,4,3,3,3,3,3,2,3,"W0231",43.651935308,-79.568128213,299175.535,4834432.713
2979317,4153596,2017,2017,1963,"PRIVATE",13,"Toronto Centre","222 WELLESLEY ST E",7,69,"2017-10-25",63,"Evaluation needs to be conducted in 1 year",19,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,NA,"S1323",43.6678764377,-79.3727855269,315043.596,4836221.596
2979318,4154669,2017,2017,1955,"PRIVATE",8,"Eglinton-Lawrence","199 WILSON AVE",4,46,"2017-10-25",70,"Evaluation needs to be conducted in 2 years",18,3,3,3,3,4,4,3,3,NA,3,3,3,5,4,4,3,4,5,3,NA,"N0824",43.7390527397,-79.4243280269,310879.837,4844123.886
2979319,4154930,2017,2017,1964,"PRIVATE",12,"Toronto-St. Paul's","400 WALMER RD",25,547,"2017-10-25",78,"Evaluation needs to be conducted in 2 years",19,4,4,4,3,4,3,4,4,4,NA,4,4,5,4,4,4,4,4,3,4,"S1230",43.6852911437,-79.4131806469,311783.937,4838152.122
2979320,4153372,2017,2017,1965,"PRIVATE",12,"Toronto-St. Paul's","82 WARREN RD",7,49,"2017-10-25",59,"Evaluation needs to be conducted in 1 year",18,3,3,3,3,3,3,NA,3,4,3,3,3,5,2,3,2,3,2,2,NA,"S1237",43.6853486337,-79.4067397267,312303.234,4838159.076
2979321,4250596,2017,2017,1938,"PRIVATE",12,"Toronto-St. Paul's","18 TICHESTER RD",4,32,"2017-10-25",70,"Evaluation needs to be conducted in 2 years",16,3,3,3,3,3,3,NA,4,NA,3,4,4,5,3,4,4,NA,3,4,NA,"S1230",43.685962783,-79.417944059,311399.553,4838227.295
2979322,4250600,2017,2017,1938,"PRIVATE",12,"Toronto-St. Paul's","22 TICHESTER RD",4,32,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",16,3,3,4,3,3,3,NA,3,NA,2,4,3,5,3,3,3,NA,3,3,NA,"S1230",43.68592338,-79.418139695,311383.785,4838222.902
2979323,4153888,2017,2017,1963,"PRIVATE",12,"Toronto-St. Paul's","90 WARREN RD",5,79,"2017-10-25",68,"Evaluation needs to be conducted in 2 years",16,4,3,4,3,3,2,NA,3,3,NA,3,3,5,4,4,4,NA,3,3,NA,"S1231",43.6859314457,-79.4069242127,312288.29,4838223.81
2979324,4156297,2017,2017,1968,"PRIVATE",2,"Etobicoke Centre","25 WARRENDER AVE",13,126,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",19,3,3,3,2,2,2,3,4,3,NA,2,3,4,3,3,4,2,3,3,3,"W0227",43.67573405,-79.551408627,300638.915,4837089.082
2979325,4156102,2017,2017,1968,"PRIVATE",2,"Etobicoke Centre","35 WARRENDER AVE",7,108,"2017-10-25",57,"Evaluation needs to be conducted in 1 year",19,3,3,3,3,3,2,2,3,3,NA,2,3,2,3,3,4,3,3,3,3,"W0227",43.676251271,-79.552119041,300581.193,4837146.295
2979326,4155928,2017,2017,1971,"PRIVATE",2,"Etobicoke Centre","41 WARRENDER AVE",7,105,"2017-10-25",55,"Evaluation needs to be conducted in 1 year",19,2,3,3,3,4,2,2,3,3,NA,2,2,3,3,3,3,3,3,2,3,"W0227",43.676012059,-79.553552325,300469.801,4837116.899
2979327,4232592,2017,2017,1971,"PRIVATE",2,"Etobicoke Centre","53 WARRENDER AVE",13,128,"2017-10-25",55,"Evaluation needs to be conducted in 1 year",19,2,3,3,3,4,2,2,3,3,NA,2,2,3,3,3,3,3,3,2,3,"W0227",43.675270143,-79.553851772,300439.227,4837043.395
2979328,4155712,2017,2017,1965,"PRIVATE",16,"Don Valley East","44 VALLEY WOODS RD",22,263,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",20,4,3,4,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,4,"N1625",43.754645001,-79.333436109,318197.315,4845867.709
2979329,4154153,2017,2017,1968,"PRIVATE",15,"Don Valley West","49 THORNCLIFFE PARK DR",20,400,"2017-10-25",56,"Evaluation needs to be conducted in 1 year",18,3,3,3,2,3,3,2,3,4,NA,2,3,2,3,3,3,3,3,2,NA,"N1533",43.701948809,-79.342340022,317491.421,4840012.05
2979330,4154028,2017,2017,1957,"PRIVATE",8,"Eglinton-Lawrence","3110 YONGE ST",4,41,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,2,NA,3,3,3,2,3,3,3,4,4,NA,2,2,NA,"N0825",43.726185855,-79.402998395,312599.587,4842696.294
2979331,4154399,2017,2017,1960,"PRIVATE",6,"York Centre","1303 WILSON AVE",8,85,"2017-10-25",78,"Evaluation needs to be conducted in 2 years",18,4,4,4,4,4,4,4,4,3,NA,4,4,5,4,4,4,3,3,4,NA,"N0631",43.7232242004,-79.4942044092,305251.45,4842362.698
2979332,4154398,2017,2017,1960,"PRIVATE",6,"York Centre","1305 WILSON AVE",8,86,"2017-10-25",78,"Evaluation needs to be conducted in 2 years",18,4,4,4,4,4,3,4,3,4,NA,4,4,5,4,4,4,4,3,4,NA,"N0631",43.7234367633,-79.4949764367,305189.248,4842386.31
2979333,4152836,2017,2017,1979,"PRIVATE",24,"Scarborough-Guildwood","30 LIVONIA PL",13,200,"2017-10-25",72,"Evaluation needs to be conducted in 2 years",18,4,4,4,4,3,4,4,3,3,NA,4,3,5,4,3,4,4,3,2,NA,"E2423",43.786028954,-79.204498435,328567.963,4849383.17
2979334,4245705,2017,2017,1967,"PRIVATE",3,"Etobicoke-Lakeshore","359 KIPLING AVE",3,12,"2017-10-25",63,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,3,2,NA,3,NA,3,3,3,3,4,4,3,NA,4,3,NA,"W0335",43.6009938518,-79.5179299016,303336.876,4828783.712
2979335,4152747,2017,2017,1965,"PRIVATE",20,"Scarborough Southwest","815 MIDLAND AVE",3,23,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",16,2,3,4,2,2,2,NA,3,NA,NA,3,3,5,3,3,3,4,4,3,NA,"E2024",43.734150957,-79.2574811613,324320.645,4843605.005
2979336,4219140,2017,2017,2011,"PRIVATE",2,"Etobicoke Centre","620 MARTIN GROVE RD",22,236,"2017-10-25",74,"Evaluation needs to be conducted in 2 years",19,4,4,4,3,3,3,4,3,4,NA,3,3,5,4,3,4,4,4,4,4,"W0227",NA,NA,NA,NA
2979337,4154677,2017,2017,1955,"PRIVATE",8,"Eglinton-Lawrence","2125 AVENUE RD",4,33,"2017-10-25",56,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,3,3,NA,3,NA,NA,2,2,5,2,3,2,3,2,3,NA,"N0824",43.7384211629,-79.4206636772,311175.063,4844053.984
2979338,4154692,2017,2017,1959,"PRIVATE",6,"York Centre","4141 BATHURST ST",3,30,"2017-10-25",63,"Evaluation needs to be conducted in 1 year",18,3,3,3,3,3,3,3,3,3,NA,3,3,5,3,3,3,4,3,3,NA,"N0630",43.7480692868,-79.436244411,309919.254,4845124.782
2979339,4154604,2017,2017,1966,"PRIVATE",6,"York Centre","4190 BATHURST ST",9,80,"2017-10-25",66,"Evaluation needs to be conducted in 2 years",19,4,3,3,3,3,3,3,3,3,NA,3,4,5,3,4,3,4,3,2,4,"N0629",43.7485751194,-79.437302788,309833.975,4845180.913
2979340,4155740,2017,2017,1967,"PRIVATE",6,"York Centre","4222 BATHURST ST",8,77,"2017-10-25",63,"Evaluation needs to be conducted in 1 year",18,4,3,3,3,3,3,2,3,3,NA,3,3,5,3,3,3,4,3,3,NA,"N0629",43.7495949596,-79.4376915029,309802.588,4845294.188
2979341,4155895,2017,2017,1994,"SOCIAL HOUSING",16,"Don Valley East","83 PARKWOODS VILLAGE DR",7,68,"2017-10-25",66,"Evaluation needs to be conducted in 2 years",19,3,3,3,3,3,3,2,3,3,NA,3,3,5,4,4,3,4,4,3,4,"N1625",43.7613478406,-79.323202558,319020.075,4846613.101
2979342,4253806,2017,2017,1956,"PRIVATE",11,"University-Rosedale","1 ROSEDALE RD",4,25,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,NA,3,NA,3,3,NA,3,2,4,3,2,3,3,3,2,NA,"S1129",43.674781847,-79.38361137,314169.232,4836988.448
2979343,4166996,2017,2017,1955,"PRIVATE",11,"University-Rosedale","130 ROSEDALE VALLEY RD",9,99,"2017-10-25",75,"Evaluation needs to be conducted in 2 years",19,4,4,4,4,3,4,4,3,3,3,4,4,5,3,4,4,4,4,3,NA,"S1129",43.6741662925,-79.3857275041,313998.954,4836918.869
2979344,4156003,2017,2017,1969,"PRIVATE",12,"Toronto-St. Paul's","33 ROSEHILL AVE",28,216,"2017-10-25",77,"Evaluation needs to be conducted in 2 years",19,4,4,4,3,4,4,4,4,4,NA,4,4,5,3,4,4,4,3,3,4,"S1238",43.68644645,-79.39101627,313557.587,4838297.586
2979345,4153745,2017,2017,1969,"PRIVATE",12,"Toronto-St. Paul's","50 ROSEHILL AVE",23,245,"2017-10-25",75,"Evaluation needs to be conducted in 2 years",20,4,4,4,3,4,2,4,4,4,3,4,4,5,4,4,4,4,3,3,4,"S1238",43.686997323,-79.391011464,313570.756,4838344.719
2979346,4154908,2017,2017,1965,"PRIVATE",16,"Don Valley East","57 PARKWOODS VILLAGE DR",7,87,"2017-10-25",56,"Evaluation needs to be conducted in 1 year",19,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,NA,"N1625",43.7601500687,-79.3205133557,319236.899,4846480.491
2979347,4155548,2017,2017,1963,"PRIVATE",3,"Etobicoke-Lakeshore","21 PARK BLVD",7,97,"2017-10-25",66,"Evaluation needs to be conducted in 2 years",20,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,"W0334",43.59057473,-79.530310285,302336.704,4827627.441
2979348,4155547,2017,2017,1963,"PRIVATE",3,"Etobicoke-Lakeshore","31 PARK BLVD",7,97,"2017-10-25",68,"Evaluation needs to be conducted in 2 years",20,3,4,3,3,3,4,3,3,4,3,3,3,5,3,4,3,4,3,4,3,"W0334",43.5903629605,-79.5313842856,302250.238,4827602.996
2979349,4154597,2017,2017,1949,"PRIVATE",6,"York Centre","26 ROSSEAU RD",3,11,"2017-10-25",57,"Evaluation needs to be conducted in 1 year",14,3,3,3,3,NA,3,NA,3,NA,NA,3,2,5,3,2,2,NA,3,2,NA,"N0629",43.743239984,-79.4377635242,309797.298,4844588.17
2979350,4152934,2017,2017,1969,"PRIVATE",4,"Parkdale-High Park","77 QUEBEC AVE",21,330,"2017-10-25",71,"Evaluation needs to be conducted in 2 years",18,4,3,4,3,5,2,3,3,4,NA,3,4,5,4,3,3,4,4,3,NA,"S0428",NA,NA,307422.34,4834828.072
2979351,4156367,2017,2017,1954,"PRIVATE",5,"York South-Weston","4 GREENBROOK DR",3,23,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,2,NA,3,NA,NA,3,3,5,3,3,3,NA,3,3,NA,"W0532",43.697269464,-79.4763543388,306690.437,4839479.496
2979352,4155094,2017,2017,1950,"PRIVATE",5,"York South-Weston","2 GREENTREE CRT",3,29,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,3,2,NA,3,NA,4,3,3,4,3,3,3,NA,3,3,NA,"W0532",43.6929246755,-79.4786023031,306509.343,4838996.769
2979353,4155095,2017,2017,1955,"PRIVATE",5,"York South-Weston","4 GREENTREE CRT",4,43,"2017-10-25",56,"Evaluation needs to be conducted in 1 year",16,3,2,3,3,3,2,NA,3,NA,3,3,2,5,3,2,2,NA,3,3,NA,"W0532",43.6926919823,-79.4790165335,306475.957,4838970.911
2979354,4155848,2017,2017,1969,"PRIVATE",4,"Parkdale-High Park","35 HIGH PARK AVE",26,201,"2017-10-25",72,"Evaluation needs to be conducted in 2 years",18,4,3,4,3,4,4,3,4,3,NA,3,3,4,4,4,3,4,4,4,NA,"S0428",43.6547264051,-79.4652848769,307584.633,4834753.519
2979355,4152935,2017,2017,1969,"PRIVATE",4,"Parkdale-High Park","40 HIGH PARK AVE",20,331,"2017-10-25",71,"Evaluation needs to be conducted in 2 years",18,4,3,4,3,5,2,3,4,4,NA,3,3,5,4,3,3,4,4,3,NA,"S0428",NA,NA,307496.989,4834752.748
2979356,4166848,2017,2017,1969,"PRIVATE",4,"Parkdale-High Park","65 HIGH PARK AVE",23,321,"2017-10-25",76,"Evaluation needs to be conducted in 2 years",19,4,3,4,3,4,4,3,4,4,NA,3,4,5,4,4,3,4,4,4,4,"S0428",43.655948159,-79.465424787,307525.818,4834894.517
2979357,4155905,2017,2017,1969,"PRIVATE",4,"Parkdale-High Park","95 HIGH PARK AVE",16,218,"2017-10-25",77,"Evaluation needs to be conducted in 2 years",18,4,3,4,4,4,4,3,4,4,NA,3,4,5,4,4,3,4,4,4,NA,"S0428",43.656787584,-79.466157347,307493.658,4834995.877
2979358,4152993,2017,2017,1977,"PRIVATE",4,"Parkdale-High Park","96 JAMESON AVE",6,72,"2017-10-25",62,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,2,NA,4,3,NA,3,3,4,3,3,3,3,3,4,NA,"S0437",43.6347636239,-79.4354387074,309993.796,4832537.146
2979359,4152983,2017,2017,1968,"PRIVATE",4,"Parkdale-High Park","109 JAMESON AVE",7,118,"2017-10-25",42,"Building Audit",18,2,3,3,1,3,1,NA,2,2,2,2,1,2,3,2,2,2,3,2,NA,"S0437",43.6357752614,-79.4351441471,310017.478,4832649.546
2979360,4152984,2017,2017,1955,"PRIVATE",4,"Parkdale-High Park","125 JAMESON AVE",7,67,"2017-10-25",60,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,2,NA,3,3,NA,3,3,4,3,3,3,3,3,3,NA,"S0437",43.6361641445,-79.4351614024,310016.053,4832692.746
2979361,4156725,2017,2017,2009,"SOCIAL HOUSING",13,"Toronto Centre","160 JARVIS ST",6,98,"2017-10-25",76,"Evaluation needs to be conducted in 2 years",18,3,4,5,4,3,4,3,4,4,3,4,3,4,4,4,4,NA,4,4,NA,"S1332",43.654672754,-79.373968369,314934.897,4834789.433
2979362,4154417,2017,2017,1950,"PRIVATE",6,"York Centre","2808 KEELE ST",4,54,"2017-10-25",76,"Evaluation needs to be conducted in 2 years",19,4,4,4,4,4,4,NA,3,4,4,4,3,5,4,4,4,3,3,4,3,"N0627",43.7290630749,-79.4829377791,306159.092,4843011.481
2979363,4155034,2017,2017,1965,"PRIVATE",12,"Toronto-St. Paul's","640 LAUDER AVE",10,129,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",19,4,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,4,3,2,NA,"S1222",43.6937773713,-79.446160477,309124.445,4839092.664
2979364,4152809,2017,2017,1970,"PRIVATE",24,"Scarborough-Guildwood","419 MARKHAM RD",12,160,"2017-10-25",60,"Evaluation needs to be conducted in 1 year",19,3,3,4,3,3,3,1,2,3,NA,3,3,4,4,2,2,4,4,3,3,"E2430",43.750117696,-79.220863337,327264.45,4845388.046
2979365,4154011,2017,2017,1952,"PRIVATE",8,"Eglinton-Lawrence","118 MONTGOMERY AVE",3,109,"2017-10-25",70,"Evaluation needs to be conducted in 2 years",18,4,4,4,3,4,2,3,3,NA,3,3,3,5,4,4,3,4,4,3,NA,"N0833",43.709488115,-79.402619009,312632.053,4840842.279
2979366,4153168,2017,2017,1930,"PRIVATE",11,"University-Rosedale","496 MONTROSE AVE",3,24,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,3,NA,3,NA,NA,3,3,4,3,3,3,NA,3,3,NA,"S1132",43.6628515298,-79.4210660752,311150.555,4835658.55
2979367,4155383,2017,2017,1970,"PRIVATE",2,"Etobicoke Centre","329 THE WEST MALL",5,45,"2017-10-25",70,"Evaluation needs to be conducted in 2 years",18,3,4,3,3,3,3,NA,3,4,NA,3,4,5,3,4,4,4,3,4,3,"W0233",43.6375255076,-79.5635248549,299658.87,4832843.935
2979368,4155540,2017,2017,1970,"PRIVATE",3,"Etobicoke-Lakeshore","100 TWENTY FIFTH ST",3,18,"2017-10-25",81,"Evaluation needs to be conducted in 2 years",15,4,4,4,4,4,4,NA,4,NA,NA,4,4,5,4,4,4,NA,4,4,NA,"W0334",43.59601136,-79.523701265,302857.947,4828272.539
2979369,4155560,2017,2017,1968,"PRIVATE",3,"Etobicoke-Lakeshore","6 TWENTY FOURTH ST",7,81,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",18,3,3,3,3,3,4,NA,4,3,3,3,3,5,3,3,3,3,3,3,NA,"W0334",43.5975229121,-79.5232617105,302906.316,4828398.191
2979370,4155401,2017,2017,1969,"PRIVATE",2,"Etobicoke Centre","535 THE EAST MALL",7,90,"2017-10-25",59,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,2,NA,3,3,NA,3,3,4,3,3,3,3,3,2,NA,"W0232",43.6517984976,-79.5625281219,299740.547,4834429.513
2979371,4155059,2017,2017,1960,"PRIVATE",8,"Eglinton-Lawrence","2495 DUFFERIN ST",3,15,"2017-10-25",55,"Evaluation needs to be conducted in 1 year",15,3,2,3,3,2,2,NA,3,NA,NA,3,2,5,3,3,2,NA,2,3,NA,"N0831",43.701718897,-79.451636758,308682.24,4839975.612
2979372,4169173,2017,2017,1960,"PRIVATE",12,"Toronto-St. Paul's","1685 EGLINTON AVE W",3,38,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",16,3,3,4,3,3,2,NA,3,NA,2,3,3,5,3,3,3,NA,3,3,NA,"S1222",43.696203167,-79.446372358,309106.94,4839363.111
2979373,4155039,2017,2017,1960,"PRIVATE",12,"Toronto-St. Paul's","1675 EGLINTON AVE W",3,37,"2017-10-25",59,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,3,2,NA,3,NA,2,3,3,5,3,3,2,NA,3,3,NA,"S1222",43.6962776134,-79.4460738363,309131.262,4839370.443
2979374,4154875,2017,2017,1960,"PRIVATE",16,"Don Valley East","1 ECCLESTON DR",4,62,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",19,3,3,4,3,3,3,3,3,4,3,3,2,5,2,3,3,3,2,3,NA,"N1628",43.727010393,-79.3140806139,319763.103,4842800.045
2979375,4154874,2017,2017,1960,"PRIVATE",16,"Don Valley East","3 ECCLESTON DR",4,61,"2017-10-25",59,"Evaluation needs to be conducted in 1 year",19,3,3,4,3,3,3,2,3,4,3,3,2,5,2,3,3,2,2,3,NA,"N1628",43.7269110332,-79.3147057039,319712.768,4842788.895
2979376,4153849,2017,2017,1969,"PRIVATE",15,"Don Valley West","160 ERSKINE AVE",23,250,"2017-10-25",78,"Evaluation needs to be conducted in 2 years",19,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,3,NA,"N1526",43.712680401,-79.393055375,313402.315,4841197.882
2979377,4152938,2017,2017,1940,"PRIVATE",4,"Parkdale-High Park","1942 BLOOR ST W",4,16,"2017-10-25",69,"Evaluation needs to be conducted in 2 years",16,3,3,3,4,3,2,NA,3,NA,4,4,3,5,3,4,4,NA,4,3,NA,"S0428",43.653379801,-79.467222983,307428.095,4834604.811
2979378,4153417,2017,2017,1885,"SOCIAL HOUSING",11,"University-Rosedale","87 BELLEVUE AVE",3,28,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",18,3,3,4,3,3,3,3,3,2,NA,3,4,5,3,3,3,NA,3,3,4,"S1143",43.656179273,-79.40360132,312559.687,4834919.685
2979379,4154586,2017,2017,1953,"PRIVATE",6,"York Centre","17 ROSSEAU RD",3,11,"2017-10-25",51,"Evaluation needs to be conducted in 1 year",15,2,3,3,2,2,3,NA,3,NA,NA,2,2,2,3,3,3,NA,2,3,NA,"N0629",43.7427089164,-79.4368688543,309869.398,4844529.22
2979380,4155049,2017,2017,1960,"PRIVATE",8,"Eglinton-Lawrence","822 ROSELAWN AVE",9,56,"2017-10-25",60,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,3,NA,3,3,NA,3,2,5,3,3,3,2,3,3,NA,"N0831",43.7028418981,-79.4393754591,309670.698,4840100.068
2979381,4152599,2017,2017,1972,"PRIVATE",20,"Scarborough Southwest","263 PHARMACY AVE",21,329,"2017-10-25",65,"Evaluation needs to be conducted in 1 year",20,3,3,4,2,3,3,2,3,3,4,4,2,5,4,4,3,3,3,3,4,"E2028",43.6998540886,-79.2849399311,322118.62,4839788.691
2979382,4152600,2017,2017,1972,"PRIVATE",20,"Scarborough Southwest","273 PHARMACY AVE",18,280,"2017-10-25",67,"Evaluation needs to be conducted in 2 years",20,4,4,4,3,4,2,2,3,4,4,3,2,5,4,2,3,3,4,3,4,"E2028",43.7002480573,-79.2862500131,322012.917,4839832.19
2979383,4152601,2017,2017,1972,"PRIVATE",20,"Scarborough Southwest","283 PHARMACY AVE",17,267,"2017-10-25",66,"Evaluation needs to be conducted in 2 years",20,3,3,4,3,3,4,3,3,2,3,3,2,5,4,4,3,3,4,3,4,"E2028",43.7005263633,-79.285525406,322071.239,4839863.258
2979384,4154935,2017,2017,1943,"PRIVATE",12,"Toronto-St. Paul's","1535 BATHURST ST",4,32,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",16,4,4,3,3,2,2,NA,3,NA,3,3,3,4,3,3,3,NA,4,4,NA,"S1230",43.6857826187,-79.4189403297,311319.515,4838206.247
2979385,4152677,2017,2017,1992,"SOCIAL HOUSING",20,"Scarborough Southwest","835-841 BIRCHMOUNT RD",6,102,"2017-10-25",74,"Evaluation needs to be conducted in 2 years",20,3,4,4,3,4,3,2,4,3,3,4,4,5,4,4,4,4,4,4,4,"E2023",43.7294157081,-79.2774083068,322716.837,4843074.44
2979386,4250612,2017,2017,1943,"PRIVATE",12,"Toronto-St. Paul's","1539 BATHURST ST",4,32,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",16,4,3,3,3,3,2,NA,3,NA,3,3,3,4,3,4,3,NA,3,4,NA,"S1230",43.685911156,-79.418988838,311315.328,4838221.478
2979387,4154950,2017,2017,1940,"PRIVATE",12,"Toronto-St. Paul's","1550 BATHURST ST",5,25,"2017-10-25",69,"Evaluation needs to be conducted in 2 years",17,4,4,4,3,3,3,NA,3,NA,3,3,3,5,3,4,4,NA,4,3,3,"S1229",43.685357359,-79.419609008,311265.649,4838158.948
2979388,4250265,2017,2017,1987,"SOCIAL HOUSING",11,"University-Rosedale","153 BORDEN ST",3,45,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",17,3,3,2,2,3,3,NA,2,NA,NA,3,3,3,3,3,3,3,3,3,4,"S1134",43.6622608263,-79.4069405435,312289.812,4835594.044
2979389,4154610,2017,2017,1960,"PRIVATE",6,"York Centre","4340 BATHURST ST",6,50,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",17,3,3,3,3,3,4,NA,3,3,NA,3,3,5,3,3,3,4,3,2,NA,"N0629",43.753680142,-79.438438017,309741.877,4845748.941
2979390,4154649,2017,2017,1961,"PRIVATE",6,"York Centre","4854 BATHURST ST",6,71,"2017-10-25",58,"Evaluation needs to be conducted in 1 year",18,3,3,3,3,3,3,1,3,3,NA,3,2,5,3,3,3,3,3,2,NA,"N0624",43.7711135877,-79.442973232,309375.6,4847684.513
2979391,4153880,2017,2017,1970,"PRIVATE",12,"Toronto-St. Paul's","14 DEER PARK CRES",4,13,"2017-10-25",64,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,NA,2,NA,3,NA,NA,3,4,5,3,3,3,4,3,3,NA,"S1232",43.6884818043,-79.3993292797,312900.26,4838507.841
2979392,4153151,2017,2017,1929,"PRIVATE",11,"University-Rosedale","805 COLLEGE ST",4,72,"2017-10-25",60,"Evaluation needs to be conducted in 1 year",16,3,3,3,3,3,3,NA,3,NA,NA,3,3,3,3,3,3,3,3,3,NA,"S1141",43.6543880918,-79.4216105716,311107.589,4834718.259
2979393,4153589,2017,2017,1934,"PRIVATE",13,"Toronto Centre","433 SHERBOURNE ST",4,48,"2017-10-25",63,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,3,NA,3,NA,NA,3,3,5,3,3,3,NA,3,3,NA,"S1323",43.6654105039,-79.3734599636,314989.627,4835947.562
2979394,4153590,2017,2017,1934,"PRIVATE",13,"Toronto Centre","435 SHERBOURNE ST",4,48,"2017-10-25",65,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,3,NA,3,NA,NA,3,3,5,4,3,4,NA,3,3,NA,"S1323",43.6655473564,-79.3735085585,314985.686,4835962.758
2979395,4152617,2017,2017,1965,"PRIVATE",20,"Scarborough Southwest","506 DANFORTH RD",3,22,"2017-10-25",66,"Evaluation needs to be conducted in 2 years",17,3,4,4,3,4,4,NA,4,NA,2,3,4,5,3,3,3,3,2,2,NA,"E2030",43.7090221157,-79.2673794919,323531.111,4840811.032
2979396,4154876,2017,2017,1960,"PRIVATE",16,"Don Valley East","26 SLOANE AVE",4,60,"2017-10-25",61,"Evaluation needs to be conducted in 1 year",19,3,3,4,3,3,3,3,3,4,3,3,2,5,2,3,3,3,2,3,NA,"N1628",43.7266750646,-79.3142450154,319749.941,4842762.762
2979397,4153904,2017,2017,1923,"PRIVATE",12,"Toronto-St. Paul's","320 LONSDALE RD",4,32,"2017-10-24",65,"Evaluation needs to be conducted in 1 year",15,3,3,3,3,3,3,NA,3,NA,NA,3,4,5,3,3,4,NA,3,3,NA,"S1231",43.6890609911,-79.4120929663,311871.215,4838571.051
2979398,4153906,2017,2017,1930,"PRIVATE",12,"Toronto-St. Paul's","323 LONSDALE RD",4,20,"2017-10-24",80,"Evaluation needs to be conducted in 2 years",15,4,4,4,4,4,3,NA,4,NA,NA,4,4,5,4,4,4,NA,4,4,NA,"S1231",43.6885521367,-79.4119584322,311882.118,4838514.529
2979399,4153894,2017,2017,1970,"PRIVATE",12,"Toronto-St. Paul's","345 LONSDALE RD",6,55,"2017-10-24",77,"Evaluation needs to be conducted in 2 years",18,4,4,4,3,4,3,4,4,5,NA,3,4,5,4,4,4,3,4,3,NA,"S1230",43.6881670254,-79.4141265124,311707.357,4838471.552
2979400,4153908,2017,2017,1925,"PRIVATE",12,"Toronto-St. Paul's","311 LONSDALE RD",4,14,"2017-10-24",75,"Evaluation needs to be conducted in 2 years",15,3,3,3,4,4,3,NA,3,NA,NA,4,4,5,4,4,4,NA,4,4,NA,"S1231",43.6888099948,-79.4108582016,311970.793,4838543.273
