"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2814630,"4257267","2017","2017","1969","PRIVATE","12","Toronto-St. Paul's","95 REDPATH AVE","14","93","2017-10-31","71","Evaluation needs to be conducted in 2 years","19","4","2","3","3","4","4","3","3","4","4","3","4","5","3","3","4","4","3","4","N/A","S1228","43.70694087","-79.392039669","313485.001","4840560.34"
2814631,"4153802","2017","2017","1963","PRIVATE","12","Toronto-St. Paul's","199 ROEHAMPTON AVE","12","125","2017-10-31","76","Evaluation needs to be conducted in 2 years","18","4","2","3","4","4","2","4","4","3","N/A","4","4","5","4","4","4","4","4","5","N/A","S1221","43.709034865","-79.392111771","313478.889","4840792.969"
2814632,"4153821","2017","2017","1963","PRIVATE","12","Toronto-St. Paul's","250 ROEHAMPTON AVE","11","91","2017-10-31","75","Evaluation needs to be conducted in 2 years","17","4","2","4","4","4","3","N/A","4","4","N/A","4","3","5","4","3","4","4","4","4","N/A","S1221","43.709736351","-79.391538167","313525.015","4840870.962"
2814633,"4155367","2017","2017","1964","PRIVATE","02","Etobicoke Centre","301 DIXON RD","16","225","2017-10-31","61","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","4","3","3","3","N/A","4","3","3","3","3","2","3","3","3","N/A","W0222","43.694910741","-79.5525691249","300546.944","4839218.677"
2814634,"4154844","2017","2017","1966","PRIVATE","17","Don Valley North","60 RUDDINGTON DR","18","179","2017-10-31","70","Evaluation needs to be conducted in 2 years","20","4","2","4","3","3","4","4","4","4","3","4","3","5","3","4","3","3","3","3","4","N1721","43.791632438","-79.390465773","313640.418","4849905.415"
2814635,"4155746","2017","2017","1968","PRIVATE","07","Humber River-Black Creek","11 CATFORD RD","9","218","2017-10-31","61","Evaluation needs to be conducted in 1 year","18","3","3","4","2","3","3","3","3","3","N/A","2","3","3","4","4","3","3","3","3","N/A","W0731","43.7587124736","-79.4913415398","305481.823","4846305.27"
2814636,"4153003","2017","2017","1922","PRIVATE","04","Parkdale-High Park","1623 QUEEN ST W","4","42","2017-10-31","63","Evaluation needs to be conducted in 1 year","14","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","S0436","43.6387814414","-79.4452145314","309204.71","4832982.945"
2814637,"4155406","2017","2017","1972","PRIVATE","02","Etobicoke Centre","675 MARTIN GROVE RD","11","126","2017-10-31","60","Evaluation needs to be conducted in 1 year","18","3","3","4","2","3","4","3","3","3","N/A","2","3","4","3","3","3","3","3","2","N/A","W0221","43.6811825432","-79.5647387346","299564.824","4837694.119"
2814638,"4155298","2017","2017","1977","PRIVATE","03","Etobicoke-Lakeshore","90 CORDOVA AVE","13","184","2017-10-31","68","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","3","3","4","4","3","3","4","4","3","3","3","3","3","3","N/A","W0321","43.648139694","-79.5237605383","302867.459","4834021.602"
2814639,"4154102","2017","2017","1956","PRIVATE","14","Toronto-Danforth","130 COSBURN AVE","6","48","2017-10-31","76","Evaluation needs to be conducted in 2 years","18","3","4","5","3","4","2","N/A","3","4","4","4","4","5","3","4","4","4","4","4","N/A","S1422","43.689964772","-79.3476769455","317063.986","4838678.909"
2814640,"4155348","2017","2017","1973","PRIVATE","02","Etobicoke Centre","45 LA ROSE AVE","16","156","2017-10-31","61","Evaluation needs to be conducted in 1 year","20","3","3","3","3","4","3","3","3","4","3","3","3","3","3","3","3","3","3","2","3","W0230","43.6860920205","-79.5158718598","303504.825","4838237.733"
2814641,"4152976","2017","2017","1931","PRIVATE","04","Parkdale-High Park","131 DUNN AVE","3","29","2017-10-31","68","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","4","3","5","3","4","3","N/A","3","3","N/A","S0437","43.635897529","-79.432069219","310265.309","4832664.263"
2814642,"4155514","2017","2017","1960","PRIVATE","03","Etobicoke-Lakeshore","8 LAKE SHORE DR","3","11","2017-10-31","60","Evaluation needs to be conducted in 1 year","15","2","3","3","2","4","2","N/A","3","N/A","N/A","3","3","4","3","3","3","N/A","4","3","N/A","W0335","43.6015075472","-79.4980054523","304945.349","4828840.676"
2814643,"4155518","2017","2017","1958","PRIVATE","03","Etobicoke-Lakeshore","67 LAKE SHORE DR","3","18","2017-10-31","73","Evaluation needs to be conducted in 2 years","16","3","3","4","4","4","2","N/A","4","N/A","N/A","4","3","5","4","4","3","3","4","4","N/A","W0335","43.5965098168","-79.5007071218","304727.256","4828285.457"
2814644,"4153830","2017","2017","1964","PRIVATE","15","Don Valley West","55 ERSKINE AVE","16","188","2017-10-31","71","Evaluation needs to be conducted in 2 years","19","4","3","3","4","3","3","4","3","4","N/A","4","3","5","4","4","4","3","3","3","3","N1526","43.711401489","-79.396765679","313103.495","4841055.418"
2814645,"4153835","2017","2017","1970","PRIVATE","15","Don Valley West","133 ERSKINE AVE","11","28","2017-10-31","72","Evaluation needs to be conducted in 2 years","17","3","3","3","4","3","4","N/A","2","3","N/A","3","4","5","4","4","4","4","4","4","N/A","N1526","43.711887064","-79.394093393","313318.78","4841109.635"
2814646,"4155346","2017","2017","1982","SOCIAL HOUSING","02","Etobicoke Centre","123 LA ROSE AVE","15","259","2017-10-31","71","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","3","4","3","4","N/A","4","3","4","3","3","3","4","3","3","4","W0230","43.6852100383","-79.5218137723","303025.754","4838139.874"
2814647,"4155553","2017","2017","1950","PRIVATE","03","Etobicoke-Lakeshore","294 LAKE PROMENADE","4","14","2017-10-31","72","Evaluation needs to be conducted in 2 years","17","4","4","4","4","3","4","N/A","3","N/A","3","4","3","5","4","3","3","4","4","2","N/A","W0334","43.588709665","-79.534076049","302032.547","4827420.363"
2814648,"4153036","2017","2017","1916","PRIVATE","04","Parkdale-High Park","1384 KING ST W","3","18","2017-10-31","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","2","3","N/A","3","N/A","N/A","3","4","5","3","3","3","3","3","3","N/A","S0436","43.6376046857","-79.4350091139","310028.218","4832852.784"
2814649,"4153415","2017","2017","1961","PRIVATE","11","University-Rosedale","200 ELM ST","14","120","2017-10-31","64","Evaluation needs to be conducted in 1 year","19","3","3","3","3","3","4","3","3","3","3","3","3","4","4","3","3","N/A","3","4","3","S1144","43.656163448","-79.3914361873","313541.216","4834918.224"
2814650,"4153413","2017","2017","1970","PRIVATE","11","University-Rosedale","222 ELM ST","15","268","2017-10-31","62","Evaluation needs to be conducted in 1 year","19","3","4","3","3","3","4","2","3","4","3","3","3","3","3","3","3","N/A","3","3","3","S1144","43.6561325149","-79.3918839481","313505.1","4834914.738"
2814651,"4152685","2017","2017","1968","PRIVATE","20","Scarborough Southwest","2303 EGLINTON AVE E","7","169","2017-10-31","66","Evaluation needs to be conducted in 2 years","18","3","3","4","3","3","4","3","3","2","N/A","4","2","5","2","4","4","4","3","3","N/A","E2023","43.7307518938","-79.2712141705","323215.458","4843224.253"
2814652,"4153787","2017","2017","1955","PRIVATE","15","Don Valley West","341 FORMAN AVE","4","15","2017-10-31","60","Evaluation needs to be conducted in 1 year","15","3","2","3","3","3","2","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","N1530","43.7088608349","-79.38577257","313990.069","4840773.368"
2814653,"4156704","2017","2017","1962","PRIVATE","07","Humber River-Black Creek","2439 FINCH AVE W","7","112","2017-10-31","64","Evaluation needs to be conducted in 1 year","15","3","3","3","3","N/A","3","N/A","3","3","N/A","3","2","5","4","3","3","N/A","4","3","N/A","W0727","43.749760836","-79.550868013","300687.677","4845313.018"
2814654,"4153580","2017","2017","1930","PRIVATE","13","Toronto Centre","26 GIFFORD ST","4","15","2017-10-31","59","Evaluation needs to be conducted in 1 year","15","3","3","3","2","3","2","N/A","3","N/A","N/A","3","2","5","2","3","4","N/A","3","3","N/A","S1327","43.6633467567","-79.3636941041","315777.607","4835719.536"
2814655,"4154463","2017","2017","1972","PRIVATE","07","Humber River-Black Creek","3710 KEELE ST","9","92","2017-10-31","61","Evaluation needs to be conducted in 1 year","18","3","3","3","2","2","3","3","3","2","N/A","3","3","4","4","4","3","3","4","3","N/A","W0731","43.7565404948","-79.489787514","305606.988","4846063.982"
2814656,"4154835","2017","2017","1965","PRIVATE","17","Don Valley North","8 GODSTONE RD","16","164","2017-10-31","58","Evaluation needs to be conducted in 1 year","20","2","2","3","3","3","3","2","3","4","3","3","2","5","2","3","3","3","4","2","3","N1727","43.7801532474","-79.3463837726","317149.742","4848698.62"
2814657,"4154444","2017","2017","1963","PRIVATE","06","York Centre","3250 KEELE ST","4","59","2017-10-31","73","Evaluation needs to be conducted in 2 years","17","4","4","4","3","3","4","N/A","4","3","N/A","2","4","5","4","4","4","3","4","3","N/A","N0627","43.7419180472","-79.4861318994","305901.567","4844439.544"
2814658,"4154625","2017","2017","1978","PRIVATE","06","York Centre","120 TORRESDALE AVE","16","246","2017-10-31","67","Evaluation needs to be conducted in 2 years","19","4","3","3","3","4","3","4","3","4","N/A","3","3","5","3","3","4","3","3","3","3","N0622","43.7777650833","-79.4542079803","308470.731","4848422.903"
2814659,"4156071","2017","2017","1970","PRIVATE","06","York Centre","6040 BATHURST ST","17","202","2017-10-30","60","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","3","4","N/A","3","2","5","2","3","3","3","2","2","3","N0622","43.7890444892","-79.4476519388","309058.568","4849670.127"
2814660,"4156621","2017","2017","1962","PRIVATE","06","York Centre","4900 BATHURST ST","6","60","2017-10-30","74","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","3","3","4","4","3","4","4","5","4","3","3","4","4","3","N/A","N0624","43.7723093398","-79.4430722402","309367.539","4847817.353"
2814661,"4154713","2017","2017","1959","PRIVATE","18","Willowdale","4979 BATHURST ST","6","92","2017-10-30","69","Evaluation needs to be conducted in 2 years","18","4","2","4","4","3","4","2","2","3","N/A","4","3","5","4","3","3","4","5","3","N/A","N1822","43.775246245","-79.4428772024","309383.017","4848143.646"
2814662,"4156107","2017","2017","1975","PRIVATE","13","Toronto Centre","201 SHERBOURNE ST","23","225","2017-10-30","64","Evaluation needs to be conducted in 1 year","19","4","3","4","3","4","3","3","4","3","3","3","3","5","3","3","3","2","2","3","N/A","S1329","43.6572944435","-79.3703063901","315245.354","4835046.287"
2814663,"4156433","2017","2017","1986","PRIVATE","04","Parkdale-High Park","111 PACIFIC AVE","17","243","2017-10-30","74","Evaluation needs to be conducted in 2 years","18","4","3","4","4","4","4","3","3","3","N/A","3","4","5","4","4","3","4","4","4","N/A","S0428","43.6571573337","-79.4647771493","307625.459","4835023.595"
2814664,"4156086","2017","2017","1965","PRIVATE","04","Parkdale-High Park","55 OAKMOUNT RD","16","221","2017-10-30","69","Evaluation needs to be conducted in 2 years","18","4","3","4","2","4","3","3","3","4","N/A","4","4","3","4","3","3","4","4","3","N/A","S0428","43.6567631321","-79.4631452755","307757.111","4834979.861"
2814665,"4152930","2017","2017","1986","PRIVATE","04","Parkdale-High Park","66 OAKMOUNT RD","12","171","2017-10-30","73","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","4","3","3","3","N/A","4","4","5","4","4","3","4","4","3","N/A","S0428","43.6566534832","-79.4636905093","307713.136","4834967.66"
2814666,"4153166","2017","2017","1967","PRIVATE","09","Davenport","730 DOVERCOURT RD","20","356","2017-10-30","68","Evaluation needs to be conducted in 2 years","18","4","3","4","3","3","2","3","4","3","N/A","4","4","4","3","3","3","4","3","4","N/A","S0934","43.6597215869","-79.429288288","310487.721","4835310.221"
2814667,"4152899","2017","2017","1957","PRIVATE","04","Parkdale-High Park","99 COE HILL DR","4","81","2017-10-30","68","Evaluation needs to be conducted in 2 years","18","4","3","3","3","3","2","N/A","3","4","3","4","4","5","3","4","3","4","3","3","N/A","S0430","43.6416349795","-79.47294432","306967.248","4833298.916"
2814668,"4154775","2017","2017","1950","PRIVATE","16","Don Valley East","1053 DON MILLS RD","4","40","2017-10-30","61","Evaluation needs to be conducted in 1 year","19","3","2","4","3","3","3","3","4","3","3","2","2","5","3","3","3","4","3","2","N/A","N1627","43.7335260721","-79.3417293188","317534.2","4843519.24"
2814669,"4168942","2017","2017","1984","SOCIAL HOUSING","10","Spadina-Fort York","345 DUFFERIN ST","8","200","2017-10-30","74","Evaluation needs to be conducted in 2 years","17","4","3","4","3","3","4","4","4","5","N/A","3","3","5","4","3","3","N/A","4","4","N/A","S1026","43.6410875936","-79.4277040009","310617.306","4833240.167"
2814670,"4156013","2017","2017","1986","PRIVATE","04","Parkdale-High Park","255 GLENLAKE AVE","23","336","2017-10-30","74","Evaluation needs to be conducted in 2 years","18","4","3","4","4","4","4","3","3","2","N/A","4","4","5","4","4","3","4","4","4","N/A","S0428","43.6575406896","-79.4645974423","307639.935","4835066.19"
2814671,"4152933","2017","2017","1973","PRIVATE","04","Parkdale-High Park","299 GLENLAKE AVE","30","233","2017-10-30","68","Evaluation needs to be conducted in 2 years","18","4","3","3","3","4","4","3","3","2","N/A","3","3","5","3","4","3","3","4","4","N/A","S0428","43.656888484","-79.465364295","307575.602","4834997.723"
2814672,"4155477","2017","2017","1958","PRIVATE","03","Etobicoke-Lakeshore","2355 LAKE SHORE BLVD W","4","86","2017-10-30","60","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","2","N/A","3","2","N/A","3","3","4","3","3","3","4","3","3","N/A","W0336","43.616065741","-79.4876962773","305777.4","4830458.074"
2814673,"4154799","2017","2017","1958","PRIVATE","16","Don Valley East","1004 LAWRENCE AVE E","4","65","2017-10-30","71","Evaluation needs to be conducted in 2 years","19","3","2","4","3","4","3","3","4","4","4","3","3","5","3","4","4","4","4","3","N/A","N1624","43.7382018911","-79.3414669469","317554.35","4844038.767"
2814674,"4156049","2017","2017","1994","SOCIAL HOUSING","24","Scarborough-Guildwood","1680 ELLESMERE RD","8","145","2017-10-30","72","Evaluation needs to be conducted in 2 years","18","3","4","4","3","3","3","4","3","3","N/A","3","4","5","4","4","4","N/A","4","3","4","E2421","43.772909836","-79.2498185184","324924.994","4847912.75"
2814675,"4154630","2017","2017","1970","PRIVATE","06","York Centre","5 FISHERVILLE RD","17","202","2017-10-30","60","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","3","4","N/A","3","2","5","2","3","3","3","2","2","3","N0622","43.7893811504","-79.4481218058","308959.834","4849713.707"
2814676,"4154629","2017","2017","1970","PRIVATE","06","York Centre","25 FISHERVILLE RD","18","221","2017-10-30","64","Evaluation needs to be conducted in 1 year","18","4","3","3","2","3","3","3","3","3","N/A","4","4","5","3","3","3","3","3","3","N/A","N0622","43.7888747395","-79.4489791313","308890.874","4849657.401"
2814677,"4154753","2017","2017","1985","PRIVATE","18","Willowdale","77 FINCH AVE E","21","438","2017-10-30","67","Evaluation needs to be conducted in 2 years","18","4","3","3","3","3","4","3","3","4","N/A","3","3","5","3","4","3","N/A","4","2","3","N1825","43.7801894874","-79.4110962225","311940.809","4848695.08"
2814678,"4153579","2017","2017","1891","SOCIAL HOUSING","13","Toronto Centre","434 GERRARD ST E","3","16","2017-10-30","66","Evaluation needs to be conducted in 2 years","16","3","3","4","3","3","4","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","4","3","3","S1327","43.663410889","-79.361416269","315961.044","4835727.915"
2814679,"4156493","2017","2017","1971","PRIVATE","07","Humber River-Black Creek","355 GRANDRAVINE DR","15","118","2017-10-30","60","Evaluation needs to be conducted in 1 year","20","3","3","3","3","3","3","3","4","3","3","3","2","3","3","4","4","3","3","1","3","W0732","43.746959357","-79.513143818","303707.642","4845032.763"
2814680,"4156420","2017","2017","1971","PRIVATE","07","Humber River-Black Creek","365 GRANDRAVINE DR","15","118","2017-10-30","68","Evaluation needs to be conducted in 2 years","20","3","3","3","3","4","3","4","4","3","4","4","3","5","3","4","4","3","4","1","3","W0732","43.746846876","-79.514027683","303590.293","4844998.72"
2814681,"4168988","2017","2017","1986","SOCIAL HOUSING","01","Etobicoke North","20 HUMBERLINE DR","11","104","2017-10-30","59","Evaluation needs to be conducted in 1 year","16","3","3","3","2","N/A","3","2","1","3","N/A","4","3","4","3","3","3","N/A","3","4","N/A","W0125","43.7317363097","-79.6140657224","295538.059","4843285.542"
2814682,"4168986","2017","2017","1984","SOCIAL HOUSING","01","Etobicoke North","30 HUMBERLINE DR","19","176","2017-10-30","64","Evaluation needs to be conducted in 1 year","16","3","3","4","2","N/A","3","2","2","3","N/A","3","4","4","3","3","3","N/A","5","4","N/A","W0125","43.7316900072","-79.6148713323","295530.634","4843309.676"
2814683,"4154724","2017","2017","1969","PRIVATE","18","Willowdale","765 STEELES AVE W","22","167","2017-10-30","67","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","3","3","3","N/A","3","3","2","4","3","3","4","4","3","N/A","N1821","43.792379298","-79.442796041","309387.955","4850048.034"
2814684,"4155778","2017","2017","1966","PRIVATE","18","Willowdale","775 STEELES AVE W","16","194","2017-10-30","59","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","3","3","3","N/A","3","3","3","4","3","2","2","4","2","N/A","N1821","43.791794206","-79.443484145","309332.622","4849982.993"
2814685,"4155962","2017","2017","1969","PRIVATE","06","York Centre","1085 STEELES AVE W","15","100","2017-10-30","61","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","3","3","3","N/A","3","2","5","3","3","3","3","3","3","N/A","N0622","43.791214032","-79.448752718","308924.363","4849959.367"
2814686,"4155081","2017","2017","1996","SOCIAL HOUSING","05","York South-Weston","1500 KEELE ST","11","132","2017-10-30","69","Evaluation needs to be conducted in 2 years","18","3","3","3","4","3","4","4","3","3","N/A","3","4","5","4","3","3","N/A","4","3","3","W0536","43.6796722353","-79.4718686985","307133.338","4837529.733"
2814687,"4154151","2017","2017","1965","PRIVATE","15","Don Valley West","43 THORNCLIFFE PARK DR","20","380","2017-10-30","57","Evaluation needs to be conducted in 1 year","19","3","2","2","3","3","2","3","2","3","4","2","4","2","3","3","3","3","4","3","N/A","N1533","43.70045036","-79.344507259","317317.056","4839845.249"
2814688,"4154714","2017","2017","1959","PRIVATE","18","Willowdale","4981 BATHURST ST","6","96","2017-10-30","66","Evaluation needs to be conducted in 2 years","18","4","3","4","4","3","4","2","2","3","N/A","3","3","5","3","3","4","4","2","3","N/A","N1822","43.7762507176","-79.4431391381","309361.856","4848255.225"
2814689,"4155556","2017","2017","1960","PRIVATE","03","Etobicoke-Lakeshore","25 VILLA RD","3","34","2017-10-27","69","Evaluation needs to be conducted in 2 years","15","3","4","4","3","3","2","N/A","4","N/A","N/A","3","3","5","4","3","3","N/A","4","4","N/A","W0334","43.5903826835","-79.5425008764","301352.589","4827605.591"
2814690,"4152826","2017","2017","1970","PRIVATE","24","Scarborough-Guildwood","20 TUXEDO CRT","15","210","2017-10-27","37","Building Audit","19","2","1","3","1","2","3","2","1","2","1","1","3","2","2","1","2","2","2","2","N/A","E2422","43.7801851032","-79.2301866878","326502.803","4848725.927"
2814691,"4155154","2017","2017","1957","PRIVATE","05","York South-Weston","2263 WESTON RD","4","34","2017-10-27","68","Evaluation needs to be conducted in 2 years","17","4","3","3","4","3","2","N/A","4","4","3","4","3","5","4","3","3","N/A","3","3","N/A","W0524","43.7048289088","-79.5282351349","302508.867","4840319.597"
2814692,"4155165","2017","2017","1960","PRIVATE","05","York South-Weston","2292 WESTON RD","8","65","2017-10-27","63","Evaluation needs to be conducted in 1 year","18","3","3","4","2","3","2","N/A","3","3","2","2","3","5","4","4","4","4","3","3","N/A","W0524","43.7048987763","-79.5296017204","302398.731","4840327.401"
2814693,"4154455","2017","2017","1967","PRIVATE","06","York Centre","3400 KEELE ST","9","141","2017-10-27","75","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","4","4","3","3","3","4","5","4","4","3","4","4","3","N/A","N0625","43.748015635","-79.487900293","305768.008","4845249.455"
2814694,"4155523","2017","2017","1966","PRIVATE","03","Etobicoke-Lakeshore","245 LAKE SHORE DR","8","52","2017-10-27","71","Evaluation needs to be conducted in 2 years","18","4","3","4","4","4","2","N/A","3","4","3","4","3","5","4","4","3","3","4","3","N/A","W0335","43.594177992","-79.509613515","304007.895","4828027.375"
2814695,"4155930","2017","2017","1960","PRIVATE","03","Etobicoke-Lakeshore","90 JAMES ST","3","34","2017-10-27","67","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","2","N/A","4","N/A","N/A","3","3","5","4","3","3","N/A","3","4","N/A","W0334","43.5900539633","-79.5420495238","301389.019","4827569.052"
2814696,"4153974","2017","2017","1952","PRIVATE","08","Eglinton-Lawrence","2515 BATHURST ST","11","114","2017-10-27","69","Evaluation needs to be conducted in 2 years","19","4","3","4","3","4","4","4","3","4","3","3","4","5","3","3","3","3","3","3","N/A","N0833","43.7056275086","-79.4260651529","310743.22","4840410.462"
2814697,"4154647","2017","2017","1963","PRIVATE","06","York Centre","9 KINGSBRIDGE CRT","7","74","2017-10-27","64","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","3","3","3","N/A","3","3","5","3","3","3","4","3","3","N/A","N0624","43.7715767413","-79.4441039119","309284.542","4847735.908"
2814698,"4152687","2017","2017","1964","PRIVATE","20","Scarborough Southwest","2283 EGLINTON AVE E","9","101","2017-10-27","76","Evaluation needs to be conducted in 2 years","18","3","3","4","4","3","3","N/A","4","3","4","4","3","5","4","4","4","4","4","5","N/A","E2023","43.7305583723","-79.2723812981","323121.491","4843202.493"
2814699,"4152761","2017","2017","1958","PRIVATE","21","Scarborough Centre","1275 DANFORTH RD","7","114","2017-10-27","83","Evaluation needs to be conducted in 2 years","18","5","5","5","4","4","1","4","4","5","N/A","5","5","5","4","4","4","4","3","4","N/A","E2135","43.739765597","-79.244887237","325340.75","4844214.535"
2814700,"4154297","2017","2017","1960","PRIVATE","05","York South-Weston","70 GULLIVER RD","3","19","2017-10-27","67","Evaluation needs to be conducted in 2 years","18","3","3","3","4","3","4","N/A","4","3","3","4","3","5","3","3","3","3","3","3","N/A","W0529","43.699041127","-79.480211325","306379.23","4839677.21"
2814701,"4152921","2017","2017","1975","PRIVATE","04","Parkdale-High Park","494 RUNNYMEDE RD","3","36","2017-10-26","65","Evaluation needs to be conducted in 1 year","15","3","3","4","3","3","3","N/A","3","N/A","N/A","4","3","4","4","2","3","N/A","4","3","N/A","S0426","43.6595761764","-79.4801030062","306389.176","4835291.941"
2814702,"4154322","2017","2017","1984","PRIVATE","05","York South-Weston","15 MARTHA EATON WAY","23","364","2017-10-26","59","Evaluation needs to be conducted in 1 year","19","3","3","3","2","2","3","2","3","3","N/A","3","3","4","3","3","3","3","3","3","4","W0528","43.696553917","-79.488464036","305714.067","4839400.786"
2814703,"4233149","2017","2017","1980","PRIVATE","05","York South-Weston","25 MARTHA EATON WAY","23","318","2017-10-26","57","Evaluation needs to be conducted in 1 year","19","2","3","3","3","2","2","3","3","3","N/A","2","3","4","3","3","3","3","3","4","2","W0528","43.698103059","-79.48903821","305667.766","4839572.884"
2814704,"4154942","2017","2017","1955","PRIVATE","12","Toronto-St. Paul's","3 CLAXTON BLVD","3","19","2017-10-26","69","Evaluation needs to be conducted in 2 years","14","3","3","3","3","N/A","3","N/A","4","N/A","N/A","3","3","5","3","4","4","N/A","4","3","N/A","S1229","43.6869650941","-79.420416441","311200.387","4838337.511"
2814705,"4153189","2017","2017","1966","PRIVATE","11","University-Rosedale","35 WALMER RD","15","174","2017-10-26","71","Evaluation needs to be conducted in 2 years","18","4","4","4","4","3","4","3","3","4","N/A","3","4","5","3","3","3","4","3","3","N/A","S1126","43.669133539","-79.405620062","312395.193","4836358.655"
2814706,"4153186","2017","2017","1958","PRIVATE","11","University-Rosedale","50 WALMER RD","4","35","2017-10-26","62","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","3","3","3","3","5","3","3","3","N/A","3","3","N/A","S1126","43.669364101","-79.407141875","312272.444","4836384.134"
2814707,"4154457","2017","2017","1968","PRIVATE","06","York Centre","1450 SHEPPARD AVE W","7","181","2017-10-26","76","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","4","4","4","4","3","3","4","5","4","4","4","4","3","3","N/A","N0625","43.7448396549","-79.4897579443","305609.483","4844764.076"
2814708,"4152701","2017","2017","1955","PRIVATE","21","Scarborough Centre","1191 BIRCHMOUNT RD","4","41","2017-10-26","59","Evaluation needs to be conducted in 1 year","17","2","3","4","3","2","4","N/A","3","2","N/A","3","2","4","4","2","2","3","3","4","N/A","E2133","43.743041447","-79.2825115341","322301.768","4844587.131"
2814709,"4152702","2017","2017","1960","PRIVATE","21","Scarborough Centre","1255 BIRCHMOUNT RD","6","70","2017-10-26","82","Evaluation needs to be conducted in 2 years","17","5","5","5","4","4","5","4","3","4","N/A","4","5","5","4","3","4","N/A","5","1","N/A","E2133","43.7467361974","-79.2840523201","322176.6","4844997.277"
2814710,"4153431","2017","2017","1983","SOCIAL HOUSING","13","Toronto Centre","90 SHUTER ST","10","77","2017-10-26","66","Evaluation needs to be conducted in 2 years","17","3","3","4","2","3","3","3","3","4","N/A","3","3","5","3","4","4","N/A","3","3","N/A","S1332","43.655490881","-79.3742822812","314924.96","4834845.425"
2814711,"4154453","2017","2017","1958","PRIVATE","06","York Centre","18 SKIPTON CRT","4","40","2017-10-26","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","3","4","N/A","4","4","3","3","4","5","4","4","4","4","4","3","N/A","N0627","43.737360084","-79.492713493","305371.21","4843934.081"
2814712,"4255528","2017","2017","1950","PRIVATE","03","Etobicoke-Lakeshore","3 BIRCHLEA AVE","3","10","2017-10-26","59","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","4","3","3","2","N/A","3","2","N/A","W0334","43.592678404","-79.527798887","302539.324","4827860.268"
2814713,"4152915","2017","2017","1923","PRIVATE","04","Parkdale-High Park","2520 BLOOR ST W","4","22","2017-10-26","56","Evaluation needs to be conducted in 1 year","16","3","2","3","3","2","3","N/A","4","N/A","N/A","3","3","4","3","2","2","2","3","3","N/A","S0430","43.6480530938","-79.4893694695","305641.932","4834011.683"
2814714,"4152902","2017","2017","1938","PRIVATE","04","Parkdale-High Park","2553 BLOOR ST W","3","22","2017-10-26","68","Evaluation needs to be conducted in 2 years","17","4","3","3","4","3","3","N/A","3","N/A","3","4","3","5","4","4","3","4","3","2","N/A","S0430","43.6475469436","-79.4904303476","305556.356","4833955.443"
2814715,"4152903","2017","2017","1940","PRIVATE","04","Parkdale-High Park","2555 BLOOR ST W","4","34","2017-10-26","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","4","3","5","3","3","2","3","3","3","N/A","S0430","43.6476402456","-79.4906914801","305535.289","4833965.806"
